Using device: cuda

Loading language model and tokenizer...
Loading embedding model and tokenizer...
Loading dataset...
Original data size: 36718
Filtered data size: 17148
Total (filtered) data points: 17148
Reference data points (15%): 2572
Training data points (68%): 11644
Validation data points (17%): 2911

Creating training and validation sequences...
Holdout evaluation before iterations:
Prompt:  However , as Hung notes , he " is the only Chinese poet whose influence grew with time " , and his works began to increase in popularity in the ninth century . Early positive comments came from Bai Juyi , who praised the moral sentiments of some of Du Fu 's works ( although he found these in only a
Candidate 1:  few places of the country ), , in which "the poetry becomes more romantic and self-conscious rather than full-fledged poetry". .

The late Nineteenth–First Century of Chinese Literature, China, a very fine century of Chinese poets, was dominated by many Chinese poets ( among them Gao Tengf
Candidate 2:  vague sense ).

The book, The Long History of the Song Hao (1st English 1570), was published by the American American College of Artists in September 1571. The author, who was once president of the United States of America, praised the great work of Du Fu 's successor in Japan as
Candidate 3:  brief period of time ) , as well as general admirers. A number of influential Chinese poets published works like " The Great Chinese Song". Another noteworthy poem for the Chinese poetry of the seventeenth century was " The Golden Song" by Li Ling (or " the Golden Song", Chinese for " golden orchid") ,
Prompt:  In 2000 Boulter had a guest @-@ starring role on the television series The Bill ; he portrayed " Scott Parry " in the episode , " In Safe Hands " . Boulter starred as " Scott " in the play Herons written by Simon Stephens , which was performed in 2001 at the Royal Court
Candidate 1: .  and in 1997 " Herons was featured on the film "The Man with the Dragon Tattoo" , which is credited with promoting the story of Herons''.  In 2002 boulter starring as " Sarah  in the " Sarah - s "  season  was featured in the television miniseries "
Candidate 2:  of Versailles " ". (Sheikh)

In March 2003, Boulter was cast as " Sheik" in the play "Farewell " with " Vadim " " in the role .

He has also starred in the play "The Man Who Died" as both " She
Candidate 3: 

In 1982 He also played an American as Dr. Jack Homan , and in 1985 also played a native American in New York , as well as a Spanish native as   Marjorie " in the musical Herons , and in 1987 he played a native Spanish American in a play He " . He also
Prompt:  He had a recurring role in 2003 on two episodes of The Bill , as character " Connor Price " . In 2004 Boulter landed a role as " Craig " in the episode " Teddy 's Story " of the television series The Long Firm ; he starred alongside actors Mark Strong and Derek Jacobi . Boulter
Candidate 1: 's real name is James Wylie & was born in Chicago, Illinois and moved to New Zealand in 1962. In 1976, Boulter graduated from Southern Illinois University with a degree in political science. He then began his career as an instructor at the University of Maryland. He also worked at the Harvard University Medical School
Candidate 2:  was a cast member on the show during the 1980s.

On October 29th 2000 John Kivira won the first ever Golden Globe for his portrayal of the character of " The Doctor " . He returned for his second outing in 2000 , to play  the Doctor  in a film about The Doctor, starring
Candidate 3:  also worked as The Great British Bake Off's host in 2010, and in 2012, was confirmed as the winner of the ITV soap opera, The Cooked by Chris, which aired on Sky News. Boulter was originally introduced in the episode " The Last Straw " on 4 July 2013.

Boulter
Fine-tuning Model 0 on initial training data...
{'loss': 3.6093, 'grad_norm': 17.097558975219727, 'learning_rate': 3.648471615720524e-05, 'epoch': 0.81}
{'loss': 3.7923, 'grad_norm': 17.51398277282715, 'learning_rate': 3.641193595342067e-05, 'epoch': 0.82}
{'loss': 3.5363, 'grad_norm': 17.62891387939453, 'learning_rate': 3.63391557496361e-05, 'epoch': 0.82}
{'loss': 3.7874, 'grad_norm': 17.53729820251465, 'learning_rate': 3.6266375545851525e-05, 'epoch': 0.83}
{'loss': 3.6981, 'grad_norm': 19.049667358398438, 'learning_rate': 3.619359534206696e-05, 'epoch': 0.83}
{'loss': 3.4761, 'grad_norm': 16.60982894897461, 'learning_rate': 3.612081513828239e-05, 'epoch': 0.83}
{'loss': 3.6464, 'grad_norm': 19.20622444152832, 'learning_rate': 3.604803493449782e-05, 'epoch': 0.84}
{'loss': 3.6681, 'grad_norm': 17.372364044189453, 'learning_rate': 3.597525473071325e-05, 'epoch': 0.84}
{'loss': 3.3526, 'grad_norm': 15.32140827178955, 'learning_rate': 3.590247452692867e-05, 'epoch': 0.85}
{'loss': 3.5677, 'grad_norm': 15.52931022644043, 'learning_rate': 3.582969432314411e-05, 'epoch': 0.85}
{'loss': 3.5482, 'grad_norm': 15.198273658752441, 'learning_rate': 3.5756914119359534e-05, 'epoch': 0.86}
{'loss': 3.7725, 'grad_norm': 19.800125122070312, 'learning_rate': 3.5684133915574965e-05, 'epoch': 0.86}
{'loss': 3.6161, 'grad_norm': 14.31995677947998, 'learning_rate': 3.5611353711790396e-05, 'epoch': 0.86}
{'loss': 3.6125, 'grad_norm': 18.660594940185547, 'learning_rate': 3.5538573508005826e-05, 'epoch': 0.87}
{'loss': 3.6527, 'grad_norm': 17.037342071533203, 'learning_rate': 3.546579330422125e-05, 'epoch': 0.87}
{'loss': 3.669, 'grad_norm': 17.030729293823242, 'learning_rate': 3.539301310043668e-05, 'epoch': 0.88}
{'loss': 3.5924, 'grad_norm': 16.976972579956055, 'learning_rate': 3.532023289665211e-05, 'epoch': 0.88}
{'loss': 3.6712, 'grad_norm': 17.571334838867188, 'learning_rate': 3.524745269286754e-05, 'epoch': 0.89}
{'loss': 3.7958, 'grad_norm': 15.380154609680176, 'learning_rate': 3.5174672489082974e-05, 'epoch': 0.89}
{'loss': 3.6873, 'grad_norm': 17.007715225219727, 'learning_rate': 3.51018922852984e-05, 'epoch': 0.9}
{'loss': 3.6222, 'grad_norm': 17.454608917236328, 'learning_rate': 3.502911208151383e-05, 'epoch': 0.9}
{'loss': 3.5627, 'grad_norm': 14.934648513793945, 'learning_rate': 3.495633187772926e-05, 'epoch': 0.9}
{'loss': 3.6331, 'grad_norm': 17.76836585998535, 'learning_rate': 3.4883551673944684e-05, 'epoch': 0.91}
{'loss': 3.567, 'grad_norm': 14.418025016784668, 'learning_rate': 3.481077147016012e-05, 'epoch': 0.91}
{'loss': 3.7051, 'grad_norm': 16.320697784423828, 'learning_rate': 3.4737991266375545e-05, 'epoch': 0.92}
{'loss': 3.7005, 'grad_norm': 17.976247787475586, 'learning_rate': 3.4665211062590976e-05, 'epoch': 0.92}
{'loss': 3.695, 'grad_norm': 16.856735229492188, 'learning_rate': 3.459243085880641e-05, 'epoch': 0.93}
{'loss': 3.6317, 'grad_norm': 17.92816162109375, 'learning_rate': 3.451965065502184e-05, 'epoch': 0.93}
{'loss': 3.7293, 'grad_norm': 15.654146194458008, 'learning_rate': 3.444687045123727e-05, 'epoch': 0.93}
{'loss': 3.7461, 'grad_norm': 17.50588607788086, 'learning_rate': 3.437409024745269e-05, 'epoch': 0.94}
{'loss': 3.7063, 'grad_norm': 16.942821502685547, 'learning_rate': 3.430131004366812e-05, 'epoch': 0.94}
{'loss': 3.5121, 'grad_norm': 16.5270938873291, 'learning_rate': 3.4228529839883554e-05, 'epoch': 0.95}
{'loss': 3.6858, 'grad_norm': 17.175840377807617, 'learning_rate': 3.4155749636098985e-05, 'epoch': 0.95}
{'loss': 3.7054, 'grad_norm': 17.08938217163086, 'learning_rate': 3.408296943231441e-05, 'epoch': 0.96}
{'loss': 3.4589, 'grad_norm': 17.96843719482422, 'learning_rate': 3.401018922852984e-05, 'epoch': 0.96}
{'loss': 3.6976, 'grad_norm': 17.113428115844727, 'learning_rate': 3.393740902474527e-05, 'epoch': 0.97}
{'loss': 3.4882, 'grad_norm': 15.323512077331543, 'learning_rate': 3.3864628820960695e-05, 'epoch': 0.97}
{'loss': 3.9413, 'grad_norm': 18.855121612548828, 'learning_rate': 3.379184861717613e-05, 'epoch': 0.97}
{'loss': 3.7621, 'grad_norm': 17.208837509155273, 'learning_rate': 3.3719068413391556e-05, 'epoch': 0.98}
{'loss': 3.5614, 'grad_norm': 18.69892120361328, 'learning_rate': 3.3646288209606994e-05, 'epoch': 0.98}
{'loss': 3.4937, 'grad_norm': 18.383310317993164, 'learning_rate': 3.357350800582242e-05, 'epoch': 0.99}
{'loss': 3.7028, 'grad_norm': 17.282264709472656, 'learning_rate': 3.350072780203785e-05, 'epoch': 0.99}
{'loss': 3.5527, 'grad_norm': 16.464113235473633, 'learning_rate': 3.342794759825328e-05, 'epoch': 1.0}
{'loss': 3.6808, 'grad_norm': 18.93878746032715, 'learning_rate': 3.3355167394468704e-05, 'epoch': 1.0}
{'loss': 2.9484, 'grad_norm': 15.483525276184082, 'learning_rate': 3.3282387190684134e-05, 'epoch': 1.0}
{'loss': 2.9274, 'grad_norm': 15.418299674987793, 'learning_rate': 3.3209606986899565e-05, 'epoch': 1.01}
{'loss': 2.9786, 'grad_norm': 16.60538673400879, 'learning_rate': 3.3136826783114996e-05, 'epoch': 1.01}
{'loss': 2.8854, 'grad_norm': 14.026666641235352, 'learning_rate': 3.306404657933042e-05, 'epoch': 1.02}
{'loss': 2.8756, 'grad_norm': 14.990638732910156, 'learning_rate': 3.299126637554585e-05, 'epoch': 1.02}
{'loss': 2.9267, 'grad_norm': 15.421191215515137, 'learning_rate': 3.291848617176128e-05, 'epoch': 1.03}
{'loss': 2.9609, 'grad_norm': 37.068817138671875, 'learning_rate': 3.284570596797671e-05, 'epoch': 1.03}
{'loss': 2.9218, 'grad_norm': 15.115236282348633, 'learning_rate': 3.2772925764192143e-05, 'epoch': 1.03}
{'loss': 3.0255, 'grad_norm': 14.995063781738281, 'learning_rate': 3.270014556040757e-05, 'epoch': 1.04}
{'loss': 3.1111, 'grad_norm': 13.968423843383789, 'learning_rate': 3.2627365356623005e-05, 'epoch': 1.04}
{'loss': 2.9797, 'grad_norm': 17.060300827026367, 'learning_rate': 3.255458515283843e-05, 'epoch': 1.05}
{'loss': 2.9864, 'grad_norm': 16.604877471923828, 'learning_rate': 3.248180494905386e-05, 'epoch': 1.05}
{'loss': 3.0755, 'grad_norm': 16.41845703125, 'learning_rate': 3.240902474526929e-05, 'epoch': 1.06}
{'loss': 2.983, 'grad_norm': 16.256452560424805, 'learning_rate': 3.2336244541484715e-05, 'epoch': 1.06}
{'loss': 2.9654, 'grad_norm': 15.750429153442383, 'learning_rate': 3.2263464337700146e-05, 'epoch': 1.07}
{'loss': 3.1295, 'grad_norm': 22.348342895507812, 'learning_rate': 3.2190684133915576e-05, 'epoch': 1.07}
{'loss': 2.9321, 'grad_norm': 14.083656311035156, 'learning_rate': 3.211790393013101e-05, 'epoch': 1.07}
{'loss': 3.0274, 'grad_norm': 16.96799087524414, 'learning_rate': 3.204512372634644e-05, 'epoch': 1.08}
{'loss': 2.921, 'grad_norm': 15.124462127685547, 'learning_rate': 3.197234352256186e-05, 'epoch': 1.08}
{'loss': 3.0174, 'grad_norm': 15.26749038696289, 'learning_rate': 3.189956331877729e-05, 'epoch': 1.09}
{'loss': 2.9889, 'grad_norm': 14.682498931884766, 'learning_rate': 3.1826783114992724e-05, 'epoch': 1.09}
{'loss': 2.9678, 'grad_norm': 16.876649856567383, 'learning_rate': 3.1754002911208155e-05, 'epoch': 1.1}
{'loss': 2.8982, 'grad_norm': 16.021713256835938, 'learning_rate': 3.168122270742358e-05, 'epoch': 1.1}
{'loss': 2.917, 'grad_norm': 16.7437801361084, 'learning_rate': 3.1608442503639016e-05, 'epoch': 1.1}
{'loss': 3.0117, 'grad_norm': 15.947014808654785, 'learning_rate': 3.153566229985444e-05, 'epoch': 1.11}
{'loss': 2.8981, 'grad_norm': 15.403788566589355, 'learning_rate': 3.146288209606987e-05, 'epoch': 1.11}
{'loss': 3.0096, 'grad_norm': 17.367713928222656, 'learning_rate': 3.13901018922853e-05, 'epoch': 1.12}
{'loss': 2.9975, 'grad_norm': 16.38919448852539, 'learning_rate': 3.1317321688500726e-05, 'epoch': 1.12}
{'loss': 2.8312, 'grad_norm': 16.7683048248291, 'learning_rate': 3.1244541484716164e-05, 'epoch': 1.13}
{'loss': 2.9463, 'grad_norm': 17.41240119934082, 'learning_rate': 3.117176128093159e-05, 'epoch': 1.13}
{'loss': 3.0864, 'grad_norm': 16.92294692993164, 'learning_rate': 3.109898107714702e-05, 'epoch': 1.14}
{'loss': 2.8818, 'grad_norm': 18.584529876708984, 'learning_rate': 3.102620087336245e-05, 'epoch': 1.14}
{'loss': 2.8033, 'grad_norm': 17.074970245361328, 'learning_rate': 3.095342066957787e-05, 'epoch': 1.14}
{'loss': 2.9976, 'grad_norm': 14.870617866516113, 'learning_rate': 3.0880640465793304e-05, 'epoch': 1.15}
{'loss': 3.0633, 'grad_norm': 16.9503173828125, 'learning_rate': 3.0807860262008735e-05, 'epoch': 1.15}
{'loss': 3.1247, 'grad_norm': 17.582860946655273, 'learning_rate': 3.0735080058224166e-05, 'epoch': 1.16}
{'loss': 3.0028, 'grad_norm': 17.757518768310547, 'learning_rate': 3.066229985443959e-05, 'epoch': 1.16}
{'loss': 2.9245, 'grad_norm': 15.92827320098877, 'learning_rate': 3.058951965065503e-05, 'epoch': 1.17}
{'loss': 2.9455, 'grad_norm': 15.849813461303711, 'learning_rate': 3.051673944687045e-05, 'epoch': 1.17}
{'loss': 2.9883, 'grad_norm': 15.472652435302734, 'learning_rate': 3.0443959243085886e-05, 'epoch': 1.17}
{'loss': 3.0101, 'grad_norm': 15.195611953735352, 'learning_rate': 3.0371179039301313e-05, 'epoch': 1.18}
{'loss': 2.959, 'grad_norm': 16.530799865722656, 'learning_rate': 3.029839883551674e-05, 'epoch': 1.18}
{'loss': 2.9703, 'grad_norm': 18.301815032958984, 'learning_rate': 3.022561863173217e-05, 'epoch': 1.19}
{'loss': 2.899, 'grad_norm': 15.043009757995605, 'learning_rate': 3.01528384279476e-05, 'epoch': 1.19}
{'loss': 2.979, 'grad_norm': 16.09359359741211, 'learning_rate': 3.0080058224163026e-05, 'epoch': 1.2}
{'loss': 2.9055, 'grad_norm': 15.153260231018066, 'learning_rate': 3.000727802037846e-05, 'epoch': 1.2}
{'loss': 3.0952, 'grad_norm': 17.083988189697266, 'learning_rate': 2.9934497816593888e-05, 'epoch': 1.21}
{'loss': 3.0474, 'grad_norm': 17.352184295654297, 'learning_rate': 2.9861717612809315e-05, 'epoch': 1.21}
{'loss': 3.0855, 'grad_norm': 15.715234756469727, 'learning_rate': 2.9788937409024746e-05, 'epoch': 1.21}
{'loss': 2.8116, 'grad_norm': 15.767873764038086, 'learning_rate': 2.9716157205240174e-05, 'epoch': 1.22}
{'loss': 3.069, 'grad_norm': 15.550191879272461, 'learning_rate': 2.9643377001455608e-05, 'epoch': 1.22}
{'loss': 2.9787, 'grad_norm': 14.863546371459961, 'learning_rate': 2.9570596797671035e-05, 'epoch': 1.23}
{'loss': 2.9764, 'grad_norm': 17.623001098632812, 'learning_rate': 2.9497816593886463e-05, 'epoch': 1.23}
{'loss': 3.1015, 'grad_norm': 17.26043128967285, 'learning_rate': 2.9425036390101897e-05, 'epoch': 1.24}
{'loss': 3.0406, 'grad_norm': 15.811079978942871, 'learning_rate': 2.9352256186317324e-05, 'epoch': 1.24}
{'loss': 2.9369, 'grad_norm': 16.477657318115234, 'learning_rate': 2.927947598253275e-05, 'epoch': 1.24}
{'loss': 3.0317, 'grad_norm': 16.712778091430664, 'learning_rate': 2.9206695778748182e-05, 'epoch': 1.25}
{'loss': 2.958, 'grad_norm': 18.483591079711914, 'learning_rate': 2.913391557496361e-05, 'epoch': 1.25}
{'loss': 2.9494, 'grad_norm': 15.746305465698242, 'learning_rate': 2.9061135371179037e-05, 'epoch': 1.26}
{'loss': 2.97, 'grad_norm': 14.988780975341797, 'learning_rate': 2.898835516739447e-05, 'epoch': 1.26}
{'loss': 3.0177, 'grad_norm': 15.61474895477295, 'learning_rate': 2.89155749636099e-05, 'epoch': 1.27}
{'loss': 2.8964, 'grad_norm': 15.503538131713867, 'learning_rate': 2.884279475982533e-05, 'epoch': 1.27}
{'loss': 2.9129, 'grad_norm': 16.20057487487793, 'learning_rate': 2.8770014556040757e-05, 'epoch': 1.28}
{'loss': 2.7281, 'grad_norm': 15.305305480957031, 'learning_rate': 2.8697234352256185e-05, 'epoch': 1.28}
{'loss': 3.1347, 'grad_norm': 16.113136291503906, 'learning_rate': 2.862445414847162e-05, 'epoch': 1.28}
{'loss': 2.8889, 'grad_norm': 15.655253410339355, 'learning_rate': 2.8558951965065506e-05, 'epoch': 1.29}
{'loss': 3.0313, 'grad_norm': 16.0626163482666, 'learning_rate': 2.8486171761280933e-05, 'epoch': 1.29}
{'loss': 3.1237, 'grad_norm': 17.369245529174805, 'learning_rate': 2.841339155749636e-05, 'epoch': 1.3}
{'loss': 3.0712, 'grad_norm': 16.70362663269043, 'learning_rate': 2.8340611353711795e-05, 'epoch': 1.3}
{'loss': 2.9686, 'grad_norm': 16.138622283935547, 'learning_rate': 2.8267831149927222e-05, 'epoch': 1.31}
{'loss': 2.9332, 'grad_norm': 17.466238021850586, 'learning_rate': 2.819505094614265e-05, 'epoch': 1.31}
{'loss': 2.8803, 'grad_norm': 17.595722198486328, 'learning_rate': 2.812227074235808e-05, 'epoch': 1.31}
{'loss': 3.1552, 'grad_norm': 18.630661010742188, 'learning_rate': 2.8049490538573508e-05, 'epoch': 1.32}
{'loss': 2.9989, 'grad_norm': 17.395339965820312, 'learning_rate': 2.7976710334788942e-05, 'epoch': 1.32}
{'loss': 2.9652, 'grad_norm': 16.93856430053711, 'learning_rate': 2.790393013100437e-05, 'epoch': 1.33}
{'loss': 3.0038, 'grad_norm': 16.0184326171875, 'learning_rate': 2.7831149927219797e-05, 'epoch': 1.33}
{'loss': 3.0312, 'grad_norm': 15.731036186218262, 'learning_rate': 2.7758369723435228e-05, 'epoch': 1.34}
{'loss': 3.0366, 'grad_norm': 17.927621841430664, 'learning_rate': 2.7685589519650655e-05, 'epoch': 1.34}
{'loss': 2.7596, 'grad_norm': 14.168131828308105, 'learning_rate': 2.7612809315866083e-05, 'epoch': 1.34}
{'loss': 2.924, 'grad_norm': 15.77433967590332, 'learning_rate': 2.7540029112081517e-05, 'epoch': 1.35}
{'loss': 3.0981, 'grad_norm': 18.486799240112305, 'learning_rate': 2.7467248908296945e-05, 'epoch': 1.35}
{'loss': 2.9014, 'grad_norm': 17.449901580810547, 'learning_rate': 2.7394468704512372e-05, 'epoch': 1.36}
{'loss': 3.0204, 'grad_norm': 16.00004005432129, 'learning_rate': 2.7321688500727806e-05, 'epoch': 1.36}
{'loss': 2.9905, 'grad_norm': 15.474167823791504, 'learning_rate': 2.724890829694323e-05, 'epoch': 1.37}
{'loss': 3.0612, 'grad_norm': 17.681690216064453, 'learning_rate': 2.7176128093158664e-05, 'epoch': 1.37}
{'loss': 3.0283, 'grad_norm': 15.887714385986328, 'learning_rate': 2.7103347889374092e-05, 'epoch': 1.38}
{'loss': 2.8504, 'grad_norm': 15.452463150024414, 'learning_rate': 2.703056768558952e-05, 'epoch': 1.38}
{'loss': 3.1907, 'grad_norm': 17.387937545776367, 'learning_rate': 2.6957787481804953e-05, 'epoch': 1.38}
{'loss': 2.9487, 'grad_norm': 16.63465690612793, 'learning_rate': 2.688500727802038e-05, 'epoch': 1.39}
{'loss': 3.0485, 'grad_norm': 17.306697845458984, 'learning_rate': 2.681222707423581e-05, 'epoch': 1.39}
{'loss': 3.0267, 'grad_norm': 17.336849212646484, 'learning_rate': 2.673944687045124e-05, 'epoch': 1.4}
{'loss': 3.1057, 'grad_norm': 15.97740650177002, 'learning_rate': 2.6666666666666667e-05, 'epoch': 1.4}
{'loss': 2.9646, 'grad_norm': 16.49844741821289, 'learning_rate': 2.6593886462882094e-05, 'epoch': 1.41}
{'loss': 3.1284, 'grad_norm': 16.684988021850586, 'learning_rate': 2.6521106259097528e-05, 'epoch': 1.41}
{'loss': 3.0107, 'grad_norm': 16.19293785095215, 'learning_rate': 2.6448326055312956e-05, 'epoch': 1.41}
{'loss': 3.139, 'grad_norm': 18.241741180419922, 'learning_rate': 2.637554585152839e-05, 'epoch': 1.42}
{'loss': 3.1503, 'grad_norm': 18.53838539123535, 'learning_rate': 2.6302765647743814e-05, 'epoch': 1.42}
{'loss': 2.8402, 'grad_norm': 18.60293960571289, 'learning_rate': 2.622998544395924e-05, 'epoch': 1.43}
{'loss': 3.033, 'grad_norm': 18.39797592163086, 'learning_rate': 2.6157205240174676e-05, 'epoch': 1.43}
{'loss': 2.9401, 'grad_norm': 16.58978843688965, 'learning_rate': 2.6084425036390103e-05, 'epoch': 1.44}
{'loss': 2.9778, 'grad_norm': 17.178678512573242, 'learning_rate': 2.601164483260553e-05, 'epoch': 1.44}
{'loss': 2.9193, 'grad_norm': 17.424917221069336, 'learning_rate': 2.5938864628820965e-05, 'epoch': 1.45}
{'loss': 3.1173, 'grad_norm': 19.271364212036133, 'learning_rate': 2.5866084425036392e-05, 'epoch': 1.45}
{'loss': 3.049, 'grad_norm': 16.640892028808594, 'learning_rate': 2.579330422125182e-05, 'epoch': 1.45}
{'loss': 2.9617, 'grad_norm': 17.68852996826172, 'learning_rate': 2.572052401746725e-05, 'epoch': 1.46}
{'loss': 2.9336, 'grad_norm': 14.447818756103516, 'learning_rate': 2.5647743813682678e-05, 'epoch': 1.46}
{'loss': 3.0552, 'grad_norm': 16.45454978942871, 'learning_rate': 2.5574963609898112e-05, 'epoch': 1.47}
{'loss': 2.8678, 'grad_norm': 15.830904006958008, 'learning_rate': 2.550218340611354e-05, 'epoch': 1.47}
{'loss': 2.9329, 'grad_norm': 16.962600708007812, 'learning_rate': 2.5429403202328967e-05, 'epoch': 1.48}
{'loss': 2.9274, 'grad_norm': 16.851375579833984, 'learning_rate': 2.5356622998544398e-05, 'epoch': 1.48}
{'loss': 2.9908, 'grad_norm': 15.53618335723877, 'learning_rate': 2.5283842794759825e-05, 'epoch': 1.48}
{'loss': 3.0328, 'grad_norm': 17.224632263183594, 'learning_rate': 2.5211062590975252e-05, 'epoch': 1.49}
{'loss': 2.9347, 'grad_norm': 17.757179260253906, 'learning_rate': 2.5138282387190687e-05, 'epoch': 1.49}
{'loss': 2.9494, 'grad_norm': 15.925359725952148, 'learning_rate': 2.5065502183406114e-05, 'epoch': 1.5}
{'loss': 2.9439, 'grad_norm': 17.858591079711914, 'learning_rate': 2.4992721979621545e-05, 'epoch': 1.5}
{'loss': 2.9231, 'grad_norm': 16.019184112548828, 'learning_rate': 2.4919941775836976e-05, 'epoch': 1.51}
{'loss': 2.941, 'grad_norm': 15.76163387298584, 'learning_rate': 2.4847161572052403e-05, 'epoch': 1.51}
{'loss': 2.8985, 'grad_norm': 15.527643203735352, 'learning_rate': 2.477438136826783e-05, 'epoch': 1.52}
{'loss': 3.0201, 'grad_norm': 16.391759872436523, 'learning_rate': 2.470160116448326e-05, 'epoch': 1.52}
{'loss': 2.9607, 'grad_norm': 15.348563194274902, 'learning_rate': 2.4628820960698692e-05, 'epoch': 1.52}
{'loss': 2.9212, 'grad_norm': 15.823878288269043, 'learning_rate': 2.455604075691412e-05, 'epoch': 1.53}
{'loss': 3.0424, 'grad_norm': 15.834308624267578, 'learning_rate': 2.448326055312955e-05, 'epoch': 1.53}
{'loss': 3.1448, 'grad_norm': 17.660476684570312, 'learning_rate': 2.441048034934498e-05, 'epoch': 1.54}
{'loss': 2.9263, 'grad_norm': 13.98663330078125, 'learning_rate': 2.433770014556041e-05, 'epoch': 1.54}
{'loss': 2.969, 'grad_norm': 16.56815528869629, 'learning_rate': 2.4264919941775836e-05, 'epoch': 1.55}
{'loss': 2.9387, 'grad_norm': 17.1285343170166, 'learning_rate': 2.4192139737991267e-05, 'epoch': 1.55}
{'loss': 2.8353, 'grad_norm': 14.751629829406738, 'learning_rate': 2.4119359534206698e-05, 'epoch': 1.55}
{'loss': 2.9493, 'grad_norm': 17.57273292541504, 'learning_rate': 2.4046579330422125e-05, 'epoch': 1.56}
{'loss': 2.9252, 'grad_norm': 16.768892288208008, 'learning_rate': 2.3973799126637556e-05, 'epoch': 1.56}
{'loss': 2.9675, 'grad_norm': 17.54676628112793, 'learning_rate': 2.3901018922852987e-05, 'epoch': 1.57}
{'loss': 2.7992, 'grad_norm': 16.13011932373047, 'learning_rate': 2.3828238719068414e-05, 'epoch': 1.57}
{'loss': 3.0519, 'grad_norm': 15.827945709228516, 'learning_rate': 2.3755458515283842e-05, 'epoch': 1.58}
{'loss': 3.1048, 'grad_norm': 18.329328536987305, 'learning_rate': 2.3682678311499273e-05, 'epoch': 1.58}
{'loss': 3.0034, 'grad_norm': 16.43998146057129, 'learning_rate': 2.3609898107714703e-05, 'epoch': 1.59}
{'loss': 2.9452, 'grad_norm': 16.288360595703125, 'learning_rate': 2.353711790393013e-05, 'epoch': 1.59}
{'loss': 2.8985, 'grad_norm': 16.398550033569336, 'learning_rate': 2.346433770014556e-05, 'epoch': 1.59}
{'loss': 3.1011, 'grad_norm': 19.47617530822754, 'learning_rate': 2.3391557496360993e-05, 'epoch': 1.6}
{'loss': 2.9977, 'grad_norm': 16.583566665649414, 'learning_rate': 2.331877729257642e-05, 'epoch': 1.6}
{'loss': 3.02, 'grad_norm': 14.986836433410645, 'learning_rate': 2.3245997088791847e-05, 'epoch': 1.61}
{'loss': 3.021, 'grad_norm': 17.345279693603516, 'learning_rate': 2.3173216885007278e-05, 'epoch': 1.61}
{'loss': 3.0737, 'grad_norm': 16.144588470458984, 'learning_rate': 2.310043668122271e-05, 'epoch': 1.62}
{'loss': 3.0526, 'grad_norm': 17.194299697875977, 'learning_rate': 2.302765647743814e-05, 'epoch': 1.62}
{'loss': 2.9146, 'grad_norm': 16.593345642089844, 'learning_rate': 2.2954876273653567e-05, 'epoch': 1.62}
{'loss': 2.9152, 'grad_norm': 16.563133239746094, 'learning_rate': 2.2882096069868998e-05, 'epoch': 1.63}
{'loss': 3.0393, 'grad_norm': 17.55946922302246, 'learning_rate': 2.2809315866084426e-05, 'epoch': 1.63}
{'loss': 2.8923, 'grad_norm': 15.504156112670898, 'learning_rate': 2.2736535662299853e-05, 'epoch': 1.64}
{'loss': 3.0657, 'grad_norm': 17.83423614501953, 'learning_rate': 2.2663755458515284e-05, 'epoch': 1.64}
{'loss': 3.0026, 'grad_norm': 18.430622100830078, 'learning_rate': 2.2590975254730715e-05, 'epoch': 1.65}
{'loss': 2.9702, 'grad_norm': 17.09617042541504, 'learning_rate': 2.2518195050946145e-05, 'epoch': 1.65}
{'loss': 2.833, 'grad_norm': 14.865863800048828, 'learning_rate': 2.2445414847161573e-05, 'epoch': 1.66}
{'loss': 2.9802, 'grad_norm': 17.634201049804688, 'learning_rate': 2.2372634643377004e-05, 'epoch': 1.66}
{'loss': 2.8221, 'grad_norm': 14.610244750976562, 'learning_rate': 2.229985443959243e-05, 'epoch': 1.66}
{'loss': 2.9709, 'grad_norm': 16.322254180908203, 'learning_rate': 2.2227074235807862e-05, 'epoch': 1.67}
{'loss': 3.0955, 'grad_norm': 16.82972526550293, 'learning_rate': 2.215429403202329e-05, 'epoch': 1.67}
{'loss': 3.0846, 'grad_norm': 14.606697082519531, 'learning_rate': 2.208151382823872e-05, 'epoch': 1.68}
{'loss': 2.9662, 'grad_norm': 15.225337982177734, 'learning_rate': 2.200873362445415e-05, 'epoch': 1.68}
{'loss': 2.8519, 'grad_norm': 12.863170623779297, 'learning_rate': 2.193595342066958e-05, 'epoch': 1.69}
{'loss': 3.1271, 'grad_norm': 17.334640502929688, 'learning_rate': 2.186317321688501e-05, 'epoch': 1.69}
{'loss': 2.9439, 'grad_norm': 15.100384712219238, 'learning_rate': 2.1790393013100437e-05, 'epoch': 1.69}
{'loss': 2.9365, 'grad_norm': 15.33078384399414, 'learning_rate': 2.1717612809315867e-05, 'epoch': 1.7}
{'loss': 3.0632, 'grad_norm': 16.404142379760742, 'learning_rate': 2.1644832605531295e-05, 'epoch': 1.7}
{'loss': 3.0001, 'grad_norm': 16.178314208984375, 'learning_rate': 2.1572052401746726e-05, 'epoch': 1.71}
{'loss': 3.0545, 'grad_norm': 17.621681213378906, 'learning_rate': 2.1499272197962157e-05, 'epoch': 1.71}
{'loss': 2.8443, 'grad_norm': 14.694416046142578, 'learning_rate': 2.1426491994177587e-05, 'epoch': 1.72}
